全国地方公共団体コード,ID,地方公共団体名,許可番号,営業形態,名称,電話番号,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,営業者氏名,法人代表者氏名,営業者_所在地_連結表記,営業者_所在地_都道府県,営業者_所在地_市区町村,営業者_所在地_町字,営業者_所在地_番地以下,営業者_所在地_建物名等(方書),営業者_ 電話番号,許可年月日,備考
131067,,,31台台健生環き第10269号,旅館・ホテル営業,ｻｸﾗｸﾛｽﾎﾃﾙ上野入谷,,根岸三丁目18番18号,,,,,,35.724102,139.783554,株式会社ｼｪｱｰﾄﾞﾊﾞﾘｭｰ,,東京都渋谷区宇田川町3-7ﾋｭｰﾘｯｸ渋谷公園通りﾋﾞﾙ4階,,,,,,(03)6695-1270,2020-01-29,
131067,,,6台台健生環き第10161号,旅館・ホテル営業,景の屋 根岸,,根岸三丁目22番10号,,,,,,35.724682,139.782196,泓景合同会社 ,,東京都新宿区西早稲田二丁目3番22号SW西早稲田ﾋﾞﾙ201,,,,,,,2024-12-16,
131067,,,3台台健生環き第10150号,旅館・ホテル営業,宿家 根岸町,,根岸三丁目24番16号,,,,,,35.724739,139.780853,SOUﾎｰﾙﾃﾞｨﾝｸﾞｽ株式会社,,千葉県千葉市美浜区新港32番地1,,,,,,(043)244-7860,2022-01-11,
131067,,,2台台健生環き第10038号,旅館・ホテル営業,La Felice Uguisudani,,根岸四丁目5番13号,,,,,,35.724754,139.783249,ﾌｪﾘｰﾁｪ合同会社,,東京都板橋区南常盤台一丁目11番6-101号,,,,,,,2020-06-01,
131067,,,31台台健生環き第10132号,旅館・ホテル営業,ｺﾝﾊﾞｰﾃﾙ根岸,,根岸四丁目6番8号,,,,,,35.72522,139.782471,株式会社UBIQS,,東京都港区赤坂六丁目14番3-5F,,,,,,(03)5545-5737,2019-09-13,
131067,,,31台台健生環き第10162号,旅館・ホテル営業,ヴｧﾝﾍﾞｰﾙ根岸,,根岸四丁目6番12号,,,,,,35.725365,139.782608,合同会社思博商事,,東京都台東区根岸四丁目6番12号ヴｧﾝヴｪｰﾙ根岸101号室,,,,,,,2019-10-17,
131067,,,5台台健生環き第10084号,旅館・ホテル営業,翔,,根岸四丁目13番23号,,,,,,35.72644,139.783966,株式会社ｹｲｴｽｾｯｼｮﾝ,,東京都荒川区東日暮里五丁目17番7号秋山ﾋﾞﾙ1階,,,,,,(03)5604-5865,2023-10-19,
131067,,,30台台健生環き第130号,旅館・ホテル営業,｢美津香亭｣,,根岸五丁目5番2号,,,,,,35.726589,139.785553,,,,,,,,,,2018-10-05,
131067,,,6台台健生環き第10027号,旅館・ホテル営業,TOKYO UENO MIA HOTEL,,根岸五丁目13番4号,,,,,,35.726738,139.787537,東京ｴｸｽﾍﾟｰﾄ株式会社,,東京都新宿区新宿一丁目29-14ﾊﾟﾚ･ﾄﾞｰﾙ新宿702号,,,,,,,2024-07-18,
131067,,,3台台健生環き第10066号,旅館・ホテル営業,KYU KYU HOTEL,(03)5770-4753,根岸五丁目14番16号,,,,,,35.727386,139.788681,株式会社ﾌﾟﾘｽﾞﾐｯｸ,,東京都港区南青山四丁目1番9号,,,,,,(03)5770-3071,2021-08-25,
131067,,,30台台健生環き第273号,旅館・ホテル営業,浅草の家(A棟･ゆるり庵),,橋場二丁目22番9号,,,,,,35.728424,139.805557,有限会社いわさき不動産,,神奈川県横浜市中区石川町二丁目66番地,,,,,,(045)252-4480,2019-02-28,
131067,,,30台台健生環き第275号,旅館・ホテル営業,浅草の家(C棟･がらく庵),,橋場二丁目22番10号,,,,,,35.728405,139.805725,有限会社いわさき不動産,,神奈川県横浜市中区石川町二丁目66番地,,,,,,(045)252-4480,2019-02-28,
131067,,,27台台健生環き第60号,簡易宿所営業,guest house en,(03)6802-7495,花川戸一丁目3番3号,,,,,,35.7118,139.798752,合同会社観光創造ﾗﾎﾞ,,東京都台東区花川戸一丁目3番3号矢吹ﾋﾞﾙ1F,,,,,,(03)6802-7495,2015-11-05,
131067,,,7台浅健衛環き第21号,旅館・ホテル営業,ﾄﾞｰﾐｰｲﾝEXPRESS浅草,(03)3845-1122,花川戸一丁目3番4号,,,,,,35.71191,139.798859,株式会社共立ﾒﾝﾃﾅﾝｽ,,東京都千代田区外神田二丁目18番8号,,,,,,(03)5295-7879,1997-03-24,
131067,,,5台台健生環き第10127号,旅館・ホテル営業,ﾎｯﾌﾟｲﾝ 東京 浅草,(03)3841-6070,花川戸一丁目7番8号,,,,,,35.713402,139.798218,ﾎｯﾌﾟ･ｲﾝ･楽株式会社,,東京都台東区花川戸一丁目7番8号,,,,,,(03)3552-8878,2023-11-27,
131067,,,5台台健生環き第10114号,旅館・ホテル営業,HOTEL+HOSTEL TOKYOASAKUSA2,(03)6802-8772,花川戸一丁目7番10号,,,,,,35.713291,139.798431,株式会社ﾅｲﾝｱﾜｰｽﾞ,,東京都千代田区神田錦町3-19-1不二ﾗﾃｯｸｽﾋﾞﾙ7階,,,,,,(03)6721-5963,2023-10-26,
131067,,,3台台健生環き第10185号,旅館・ホテル営業,MIMARU SUITES 東京浅草,(03)6284-7566,花川戸一丁目10番13号,,,,,,35.712875,139.799438,株式会社ｺｽﾓｽﾎﾃﾙﾏﾈｼﾞﾒﾝﾄ,,東京都港区芝五丁目34番6号,,,,,,(03)5444-3600,2022-11-30,
131067,,,31台台健生環き第10032号,旅館・ホテル営業,Minn浅草,050-7586-9092,花川戸一丁目13番12号,,,,,,35.713558,139.800217,合同会社浅草花川戸ﾎﾃﾙ運営,,東京都千代田区丸の内一丁目8番3号丸の内ﾄﾗｽﾄﾀﾜｰ本館,,,,,,(03)6858-7790,2021-03-30,
131067,,,29台台健生環き第165号,旅館・ホテル営業,ﾎﾃﾙﾄﾚﾝﾄﾞ東武浅草駅北,(03)3843-1177,花川戸一丁目15番4号,,,,,,35.713676,139.798203,株式会社ﾊﾙｸﾆｯｸ,,大阪府高槻市城北町二丁目11番14号,,,,,,(072)654-3789,2019-01-18,
131067,,,5台台健生環き第10023号,旅館・ホテル営業,OMO3浅草by星野ﾘｿﾞｰﾄ,,花川戸一丁目15番5号,,,,,,35.713814,139.798233,株式会社花川戸ﾎﾃﾙﾏﾈｼﾞﾒﾝﾄ,,東京都台東区花川戸一丁目15番5号,,,,,,(03)5830-3125,2023-07-07,
131067,,,31台台健生環き第10053号,旅館・ホテル営業,花築浅草和心ﾎﾃﾙ ,,花川戸二丁目7番2号,,,,,,35.714725,139.798569,越丸株式会社 ,,大阪市北区天満二丁目1番6号,,,,,,(06)6942-2278,2020-11-24,
131067,,,23台台健生環き第24号,旅館・ホテル営業,ﾎﾃﾙ 浅草 三河屋,(03)3844-7757,花川戸二丁目7番11号,,,,,,35.715126,139.798904,株式会社旅館三河屋,,東京都台東区浅草一丁目30番12号,,,,,,(03)3844-8807,2011-07-15,
131067,,,6台台健生環き第10080号,旅館・ホテル営業,花(はな)Hana,(03)6876-3083,花川戸二丁目10番2号,,,,,,35.714466,139.799683,明康有筑合同会社,,東京都千代田区飯田橋二丁目16番4号九段下ｺｰﾄ2F-204号室,,,,,,,2024-10-10,
131067,,,6台台健生環き第10192号,旅館・ホテル営業,浅草花川戸ﾎﾃﾙ,,花川戸二丁目10番13号,,,,,,35.714592,139.799973,東京驛家国際合同会社,,東京都豊島区池袋四丁目30番15号,,,,,,,2025-02-14,
131067,,,6台台健生環き第10149号,旅館・ホテル営業,SunRise House Asakusa,,花川戸二丁目10番14号,,,,,,35.71447,139.799942,平和株式会社,,大阪市東成区深江北三丁目4番21号ｴｸﾗ深江橋612A,,,,,,,2025-01-29,
131067,,,29台台健生環き第134号,旅館・ホテル営業,ﾌﾟﾛｽﾀｲﾙ旅館 東京浅草,,花川戸二丁目12番11号,,,,,,35.714436,139.801025,株式会社Prostyle旅館,,神奈川県横浜市中区常盤町五丁目64番地,,,,,,(045)662-2222,2019-11-28,
131067,,,6台台健生環き第10048号,旅館・ホテル営業,宅東･花月,,花川戸二丁目13番7号,,,,,,35.714821,139.801147,鑑心合同会社,,東京都台東区上野六丁目7番16号川久保ﾋﾞﾙ711号室,,,,,,,2024-07-24,
131067,,,60台浅健衛環き第10号,旅館・ホテル営業,ﾎﾃﾙﾐｭｰ,(03)3843-7351,花川戸二丁目14番2号,,,,,,35.714424,139.801376,株式会社 ｲﾎﾘ商店,,東京都台東区花川戸二丁目14番2号,,,,,,(03)3843-7351,1985-05-29,
131067,,,5台台健生環き第10203号,旅館・ホテル営業,浅草 新宿和邸,(03)6457-3905,花川戸二丁目20番5号,,,,,,35.71553,139.799103,三井ﾊｳｼﾞﾝｸﾞ株式会社,,東京都新宿区大久保二丁目17番2号,,,,,,(03)6457-3905,2024-04-15,
131067,,,4台台健生環き第10206号,旅館・ホテル営業,ASAKUSA花川戸,(03)3988-2188,花川戸二丁目21番3号,,,,,,35.715527,139.798691,株式会社ｽｹｯﾄ,,東京都豊島区池袋二丁目72番1号池袋Sﾋﾞﾙ1階,,,,,,(03)3988-2188,2023-05-25,
131067,,,30台台健生環き第175号,旅館・ホテル営業,ZEN~然~,,東浅草一丁目12番9号,,,,,,35.722225,139.799927,株式会社FreeAL,,東京都世田谷区瀬田一丁目30番28号301,,,,,,,2018-12-17,
131067,,,29台台健生環き第17号,簡易宿所営業,ｱｳﾙﾊｳｽ浅草,,東浅草二丁目3番5号,,,,,,35.723194,139.800018,合同会社ｱｳﾙMSK,,東京都台東区東浅草二丁目3番5号,,,,,,(03)5808-9242,2017-06-02,
131067,,,31台台健生環き第10040号,旅館・ホテル営業,IKIDANE HOUSE 浅草 旅籠 別館,(03)6458-1990,東浅草二丁目5番5号,,,,,,35.72337,139.799225,株式会社肥前屋,,東京都台東区東浅草二丁目5番5号,,,,,,,2019-07-05,
131067,,,6台台健生環き第10118号,旅館・ホテル営業,Asakusa Stay Hotel,090-7566-6666,東浅草二丁目6番4号,,,,,,35.723339,139.798782,和中薬膳房 有限会社,,東京都江戸川区本一色1-28-7-701,,,,,,090-7566-6666,2024-11-26,
131067,,,5台台健生環き第10177号,旅館・ホテル営業,寅ﾎﾃﾙ 隅田川,(03)6879-9879,東浅草二丁目12番12号,,,,,,35.724388,139.800339,奕和胤仕合同会社,,東京都台東区上野三丁目17番4号-9F,,,,,,,2024-07-17,
131067,,,4台台健生環き第10090号,旅館・ホテル営業,N+HOTEL 東浅草,,東浅草二丁目17番13号,,,,,,35.725227,139.801102,株式会社ｴﾇﾌﾟﾗｽ,,東京都台東区北上野一丁目7番3号,,,,,,(03)6908-6609,2022-12-06,
131067,,,5台台健生環き第10267号,簡易宿所営業,ﾋﾞｼﾞﾈｽﾎﾃﾙ 楽陽,(03)3876-7747,東浅草二丁目18番10号,,,,,,35.725742,139.800903,株式会社福田屋,,東京都台東区清川一丁目35番1号,,,,,,(03)3872-4319,2024-07-25,
131067,,,3台台健生環き第10214号,旅館・ホテル営業,浅草ｽｶｲｶﾞｰﾃﾞﾝﾎﾃﾙ,,東浅草二丁目19番3号,,,,,,35.725578,139.800308,,,,,,,,,,2023-11-06,
131067,,,30台台健生環き第214号,簡易宿所営業,ｼｴｽﾀⅠ,(03)5826-8867,東上野一丁目7番7号,,,,,,35.70787,139.779556,株式会社ｴﾙ･ｴｲ･ｴﾑ,,東京都台東区東上野一丁目7番7号,,,,,,,2018-12-14,
131067,,,5台台健生環き第10149号,旅館・ホテル営業,ueno K hotel,,東上野一丁目7番8号,,,,,,35.708004,139.779572,株式会社 楽遊国際,,東京都台東区台東一丁目36番3‐601号,,,,,,,2023-12-05,
131067,,,3台台健生環き第10019号,簡易宿所営業,SADOU HOSTEL,(03)6284-2600,東上野一丁目11番7号,,,,,,35.708138,139.778229,株式会社ﾃﾞｭｰﾌﾟﾚｯｸｽ･ｷﾞｬｻﾞﾘﾝｸﾞ,,東京都中央区銀座七丁目3番7号,,,,,,(03)6255-5005,2021-07-12,
131067,,,2台台健生環き第10135号,旅館・ホテル営業,eosHOTEL東上野,(03)6222-9966,東上野一丁目18番7号,,,,,,35.708858,139.777466,GRANDE株式会社,,東京都中央区湊一丁目12番10号八丁堀ﾘﾊﾞｰｹﾞｰﾄ5F,,,,,,(03)6661-7734,2020-12-07,
131067,,,31台台健生環き第10323号,旅館・ホテル営業,Minn 上野,,東上野一丁目19番5号,,,,,,35.708519,139.77774,株式会社SQUEEZE,,東京都渋谷区神山町6番4号,,,,,,(03)6455-4721,2020-07-09,
131067,,,5台台健生環き第10184号,旅館・ホテル営業,Lang Hotel Ueno,(03)6803-2798,東上野一丁目23番7号,,,,,,35.708786,139.779099,株式会社 PIPI,,東京都港区西新橋1丁目18-6ｸﾛｽｵﾌｨｽ内幸町908号室,,,,,,(03)6722-6715,2024-03-11,
131067,,,2台台健生環き第10037号,旅館・ホテル営業,MONday Apart 上野新御徒町,(03)5846-3666,東上野一丁目27番11号,,,,,,35.708614,139.781006,株式会社JHAT,,東京都港区芝大門一丁目10番4号,,,,,,(03)6453-0960,2020-07-22,
131067,,,6台台健生環き第10196号,旅館・ホテル営業,民宿上野 GUEST HOUSE UENO,,東上野二丁目2番4号,,,,,,35.709011,139.781693,,,,,,,,,,2025-02-25,
131067,,,27台台健生環き第124号,旅館・ホテル営業,小松旅館,(03)3842-4801,東上野二丁目2番5号,,,,,,35.709145,139.781708,株式会社小松屋,,東京都台東区上野六丁目1番6‐904号,,,,,,(03)3842-4801,2016-03-08,
131067,,,4台台健生環き第10148号,旅館・ホテル営業,上野WOO HOTEL,(03)6161-2288,東上野二丁目4番1号,,,,,,35.708698,139.78125,,,,,,,,,,2023-01-17,
131067,,,31台台健生環き第10267号,旅館・ホテル営業,一宿東上野,(03)6770-8191,東上野二丁目8番7号,,,,,,35.709064,139.779861,一宿株式会社 ,,東京都台東区浅草橋二丁目24番1号,,,,,,090-1706-1987,2020-05-14,
131067,,,26台台健生環き第12号,簡易宿所営業,THE NELL,(03)3833-1924,東上野二丁目15番9号,,,,,,35.709705,139.77771,株式会社 ｵﾌｨｽ･ﾌｫｰﾜﾝ,,神奈川県横浜市中区海岸通二丁目6番地1201,,,,,,(03)3661-1303,2014-04-30,
131067,,,27台台健生環き第120号,旅館・ホテル営業,ﾎﾃﾙ ｸﾗｳﾝﾋﾙｽﾞ上野ﾌﾟﾚﾐｱ,(03)5846-7100,東上野二丁目16番1号,,,,,,35.708946,139.777069,ﾌﾞﾘｰｽﾞﾍﾞｲｵﾍﾟﾚｰｼｮﾝﾗｲﾌ株式会社,,神奈川県横浜市中区花咲町一丁目22番地2,,,,,,,2016-01-29,
131067,,,29台台健生環き第83号,簡易宿所営業,ｽｲｯﾁﾊｳｽ上野,(03)5817-8334,東上野二丁目18番1号,,,,,,35.709816,139.777145,ﾓﾓﾅ合同会社,,神奈川県横浜市西区みなとみらい四丁目7番1-1703号,,,,,,(045)681-5527,2017-10-06,
131067,,,29台台健生環き第231号,旅館・ホテル営業,ﾎﾃﾙｳｨﾝｸﾞｲﾝﾀｰﾅｼｮﾅﾙｾﾚｸﾄ上野･御徒町,(03)6689-5511,東上野二丁目18番4号,,,,,,35.709911,139.776764,株式会社ﾐﾅｼｱ,,東京都千代田区神田小川町一丁目2番地,,,,,,(03)3292-8888,2018-04-25,
131067,,,30台台健生環き第139号,旅館・ホテル営業,TOSEI HOTEL COCONE 上野,(03)3836-5541,東上野二丁目18番5号,,,,,,35.710045,139.776779,ﾄｰｾｲ･ﾎﾃﾙ･ﾏﾈｼﾞﾒﾝﾄ株式会社,,東京都港区芝浦四丁目5番4号,,,,,,(03)5439-8650,2018-11-26,
131067,,,3台台健生環き第10024号,旅館・ホテル営業,ｱﾊﾟﾎﾃﾙ<上野駅前>,(03)5812-0311,東上野二丁目18番7号,,,,,,35.710308,139.77681,ｱﾊﾟﾎﾃﾙ株式会社,,東京都港区赤坂三丁目2番3号,,,,,,(03)3505-8200,2021-06-08,
131067,,,25台台健生環き第16号,旅館・ホテル営業,ﾎﾃﾙ ｹﾞｽﾄﾜﾝ,,東上野二丁目18番18号,,,,,,35.710472,139.777298,株式会社浦和ｽﾌﾟﾘﾝｸﾞﾚｰﾝｽﾞ,,埼玉県さいたま市南区鹿手袋一丁目1番1号,,,,,,(048)862-2571,2014-12-02,
131067,,,51台下健衛環き第95号,旅館・ホテル営業,ﾎﾃﾙ ｻﾝﾀｰｶﾞｽ,(03)3833-8686,東上野二丁目19番3号,,,,,,35.710014,139.777344,すがた企業株式会社,,東京都台東区東上野2-19-3,,,,,,,1979-04-10,
131067,,,6台下健衛環き第50号,旅館・ホテル営業,ﾋﾞｼﾞﾈｽﾎﾃﾙ やなぎや,(03)3831-8380,東上野二丁目19番4号,,,,,,35.710144,139.777359,(有)やなぎや,,東京都台東区東上野二丁目19番4号,,,,,,,1995-06-06,
131067,,,52台下健衛環き第65号,旅館・ホテル営業,ﾎﾃﾙ 山百合,(03)3831-7759,東上野二丁目19番5号,,,,,,35.710278,139.777359,有限会社 山百合,,東京都台東区東上野二丁目19番5号,,,,,,(03)3831-7759,1979-02-13,
131067,,,56台下健衛環き第25号,旅館・ホテル営業,ﾆｭｰﾊﾟｰｸﾎﾃﾙ,(03)3835-2020,東上野二丁目19番5号,,,,,,35.710278,139.777359,株式会社 寿賀多,,東京都台東区東上野二丁目19番5号,,,,,,,1981-12-25,
131067,,,3台台健生環き第10012号,旅館・ホテル営業,hotel aima,,東上野二丁目19番7号,,,,,,35.710537,139.77739,ｶｿｸ株式会社,,東京都新宿区高田馬場四丁目39番7号,,,,,,(03)6273-9301,2021-05-18,
131067,,,34第4号,旅館・ホテル営業,福吉,(03)3831-4329,東上野二丁目19番14号,,,,,,35.710133,139.777618,,,,,,,,,,1960-03-23,
131067,,,47台下健衛環き第17号,旅館・ホテル営業,ﾎﾃﾙ 日光館,(03)3831-0708,東上野二丁目20番5号,,,,,,35.710262,139.777695,有限会社ﾎﾃﾙ日光館,,東京都台東区東上野二丁目20番5号,,,,,,,1975-09-05,
131067,,,8台下健衛環き第8号,簡易宿所営業,旅館 日光館,(03)3831-0708,東上野二丁目20番5号,,,,,,35.710262,139.777695,有限会社 ﾎﾃﾙ日光館,,東京都台東区東上野二丁目20番5号,,,,,,,1996-10-07,
131067,,,30台台健生環き第54号,旅館・ホテル営業,NOHGA HOTEL UENO TOKYO,(03)5816-0211,東上野二丁目21番10号,,,,,,35.710278,139.778336,野村不動産ﾎﾃﾙｽﾞ株式会社,,東京都新宿区西新宿一丁目26番2号,,,,,,(03)3348-8813,2018-10-05,
131067,,,14台台健生環き第65号,旅館・ホテル営業,上野ﾀｰﾐﾅﾙﾎﾃﾙ,(03)3831-1110,東上野二丁目21番11号,,,,,,35.710213,139.778458,株式会社小泉,,東京都台東区東上野二丁目21番11号,,,,,,(03)3831-1110,2002-10-31,
131067,,,5台台健生環き第10256号,旅館・ホテル営業,Guest House KOKOROYA7,,東上野二丁目22番13号,,,,,,35.709843,139.779175,株式会社ﾋﾞｯｸﾞｽﾍﾟｰｽ,,東京都台東区鳥越二丁目13番13号,,,,,,,2024-04-18,
131067,,,29台台健生環き第68号,旅館・ホテル営業,富美第一ﾋﾞﾙ,,東上野三丁目7番4号,,,,,,35.710266,139.780457,,,,,,,,,,2017-11-20,
131067,,,5台台健生環き第10263号,旅館・ホテル営業,凛ﾎﾃﾙ,080-6228-8202,東上野三丁目11番6号,,,,,,35.710388,139.779388,ﾈｵ株式会社,,東京都中央区晴海三丁目13番2-416号,,,,,,080-3708-2629,2024-05-08,
131067,,,30台台健生環き第190号,旅館・ホテル営業,茶庵,050-8880-4077,東上野三丁目12番3号,,,,,,35.710449,139.77948,株式会社ﾄｰﾀﾙﾏﾈｼﾞﾒﾝﾄｴｽﾃｲﾄ,,千葉県習志野市谷津三丁目1番5号,,,,,,(047)452-1394,2019-05-23,
131067,,,52台下健衛環き第94号,旅館・ホテル営業,ﾆｭｰ伊豆ﾎﾃﾙ,(03)3831-6409,東上野三丁目13番1号,,,,,,35.710136,139.779144,有限会社 伊豆,,東京都台東区東上野三丁目13番1号,,,,,,(03)3831-8666,1977-12-23,
131067,,,54台下健衛環き第51号,旅館・ホテル営業,ﾎﾃﾙﾆｭｰ東北,(03)3833-4526,東上野三丁目14番2号,,,,,,35.710484,139.779083,株式会社 東北観光ﾎﾃﾙ,,東京都台東区東上野三丁目14番2号,,,,,,,1981-01-12,
131067,,,56台下健衛環き第63号,旅館・ホテル営業,東金屋ﾎﾃﾙ,(03)3834-1601,東上野三丁目17番5号,,,,,,35.711006,139.77774,株式会社 東金屋,,東京都台東区東上野三丁目17番5号,,,,,,,1983-02-28,
131067,,,4台台健生環き第10221号,旅館・ホテル営業,Hotel Apreton,,東上野三丁目17番11号,,,,,,35.710842,139.778198,大島株式会社,,東京都豊島区巣鴨一丁目17番3号子野ﾋﾞﾙ703号室,,,,,,,2023-04-20,
131067,,,2台台健生環き第10233号,旅館・ホテル営業,東援館,(03)3831-0237,東上野三丁目18番11号,,,,,,35.711117,139.777786,社会福祉法人 東京援護協会,,東京都千代田区鍛冶町一丁目8番5号,,,,,,(03)3548-3040,2021-03-29,
131067,,,22台台健生環き第36号,旅館・ホテル営業,三井ｶﾞｰﾃﾞﾝﾎﾃﾙ上野,(03)3839-1131,東上野三丁目19番7号,,,,,,35.71183,139.777985,株式会社三井不動産ﾎﾃﾙﾏﾈｼﾞﾒﾝﾄ,,東京都中央区日本橋本町二丁目2-5,,,,,,(03)3548-0331,2010-09-02,
131067,,,18台台健生環き第56号,旅館・ホテル営業,上野ﾊｳｽ,(03)3831-6792,東上野三丁目22番1号,,,,,,35.710949,139.779266,,,,,,,,,,2006-09-27,
131067,,,19台台健生環き第16号,下宿営業,上野ﾊｳｽ,(03)3831-6792,東上野三丁目22番1号,,,,,,35.710949,139.779266,,,,,,,,,,2007-06-11,
131067,,,31台台健生環き第10024号,旅館・ホテル営業,ｴヴｧｰｸﾞﾘｰﾝﾎﾃﾙ上野,,東上野三丁目32番14号,,,,,,35.710602,139.782654,株式会社 EG Service,,東京都豊島区南大塚二丁目39番10号,,,,,,(03)5940-4111,2019-06-28,
131067,,,30台台健生環き第291号,旅館・ホテル営業,上野ﾊｳｽ第2,(03)6875-1754,東上野三丁目36番1号,,,,,,35.711277,139.780426,,,,,,,,,,2019-09-03,
131067,,,17台台健生環き第139号,旅館・ホテル営業,ﾎﾃﾙちゃくれん,(03)3834-3082,東上野三丁目36番5号,,,,,,35.711548,139.780045,有限会社 ちゃくれん,,東京都台東区東上野三丁目36番5号,,,,,,(03)3834-3082,2006-06-15,
131067,,,29台台健生環き第19号,簡易宿所営業,ﾒﾙヴｪｰﾙ上野,,東上野三丁目37番14号,,,,,,35.711433,139.779938,,,,,,,,,,2018-01-30,
131067,,,13台台健生環き第55号,旅館・ホテル営業,上野大番会館 旅館,(03)3832-6090,東上野三丁目38番7号,,,,,,35.711643,139.778625,株式会社 大番,,東京都台東区浅草二丁目9番14号,,,,,,(03)3845-0004,2001-11-16,
131067,,,30台台健生環き第239号,旅館・ホテル営業,HOTEL EMIT UENO,(03)5830-6282,東上野四丁目1番1号,,,,,,35.711838,139.780533,株式会社合人社計画研究所,,広島市中区袋町4番31号,,,,,,(082)247-7994,2019-01-16,
131067,,,29台台健生環き第219号,旅館・ホテル営業,HOTEL LiVEMAX 上野駅前,(03)3844-7800,東上野四丁目12番2号,,,,,,35.713428,139.780029,株式会社ﾘﾌﾞ･ﾏｯｸｽ,,東京都港区赤坂二丁目5番1号9階,,,,,,(03)3505-2290,2018-06-19,
131067,,,22台台健生環き第64号,旅館・ホテル営業,ﾋﾞｼﾞﾈｽﾎﾃﾙ ﾏｳﾝﾃﾝ,(03)5806-9611,東上野四丁目20番4号,,,,,,35.714462,139.780823,ｴﾍﾞﾈｾﾞﾙ 株式会社,,東京都台東区東上野四丁目20番4号,,,,,,(03)5806-9611,2010-12-02,
131067,,,30台台健生環き第183号,簡易宿所営業,ﾎﾃﾙ泊屋 上野,(03)6273-9301,東上野四丁目20番4号,,,,,,35.714462,139.780823,株式会社良栄,,東京都新宿区西新宿六丁目14番1号,,,,,,(03)6908-8135,2019-04-22,
131067,,,30台台健生環き第44号,旅館・ホテル営業,MIMARU東京 上野EAST,(03)5811-1677,東上野四丁目26番3号,,,,,,35.7146,139.78009,株式会社ｺｽﾓｽﾎﾃﾙﾏﾈｼﾞﾒﾝﾄ,,東京都港区芝五丁目34番6号,,,,,,(03)5444-3600,2018-07-26,
131067,,,27台台健生環き第137号,旅館・ホテル営業,ﾎﾃﾙﾏｲｽﾃｲｽﾞ上野ｲｰｽﾄ,(03)5828-0108,東上野五丁目5番6号,,,,,,35.712467,139.782013,株式会社ﾏｲｽﾃｲｽﾞ･ﾎﾃﾙ･ﾏﾈｼﾞﾒﾝﾄ,,東京都港区六本木六丁目2番31号,,,,,,(03)6866-4347,2016-03-18,
131067,,,19台台健生環き第48号,旅館・ホテル営業,ﾎﾃﾙﾏｲｽﾃｲｽﾞ上野 入谷口,(03)3842-2461,東上野五丁目5番13号,,,,,,35.712887,139.781982,株式会社ﾏｲｽﾃｲｽﾞ･ﾎﾃﾙ･ﾏﾈｼﾞﾒﾝﾄ,,東京都港区六本木六丁目2番31号,,,,,,(03)6866-4347,2007-11-21,
131067,,,30台台健生環き第62号,旅館・ホテル営業,MIMARU東京上野稲荷町,(03)5246-4637,東上野五丁目8番2号,,,,,,35.712982,139.782074,株式会社ｺｽﾓｽﾎﾃﾙﾏﾈｼﾞﾒﾝﾄ,,東京都港区芝5丁目34番6号,,,,,,(03)5444-3600,2018-08-31,
131067,,,6台台健生環き第10169号,旅館・ホテル営業,MEIKAﾎﾃﾙ,(03)5826-4612,東上野五丁目10番4号,,,,,,35.713295,139.782425,緑不動産株式会社,,東京都台東区東上野五丁目10番4号,,,,,,(03)5826-4612,2025-01-27,
131067,,,29台台健生環き第114号,旅館・ホテル営業,ｱﾊﾟﾎﾃﾙ<上野 稲荷町駅北>,(03)5830-8911,東上野五丁目10番8号,,,,,,35.713562,139.782669,ｱﾊﾟﾎﾃﾙ株式会社,,東京都港区赤坂三丁目2番3号,,,,,,(03)3505-8200,2019-04-15,
131067,,,5台台健生環き第10224号,旅館・ホテル営業,CHEZ LILY UENO EAST,,東上野五丁目18番3号,,,,,,35.714092,139.782455,AYAKA株式会社,,東京都足立区東綾瀬2-17-21,,,,,,,2024-03-01,
131067,,,5台台健生環き第10104号,旅館・ホテル営業,KANMA HOTEL,,東上野五丁目18番4号,,,,,,35.714157,139.782394,株式会社R Hotels & Resorts Management,,東京都中央区東日本橋三丁目9番2号ｻﾝｸﾋﾞﾙ8階,,,,,,(03)4405-3894,2023-10-17,
131067,,,31台台健生環き第10231号,旅館・ホテル営業,OSTAY上野,(03)6858-7790,東上野五丁目22番4号,,,,,,35.714481,139.782394,合同会社東上野ﾎﾃﾙ運営 ,,東京都渋谷区上原一丁目22番1号,,,,,,(03)6804-9316,2020-07-14,
131067,,,6台台健生環き第10032号,旅館・ホテル営業,TOKYO RIRIARU HOTEL,,東上野五丁目24番12号,,,,,,35.715168,139.782822,ﾘﾘｱﾙ株式会社,,東京都台東区池之端一丁目4番33‐2505号BrilliaTower上野池之端,,,,,,,2024-06-19,
131067,,,30台台健生環き第33号,簡易宿所営業,ｻｳﾅｾﾝﾀｰ稲荷町,(03)3841-2555,東上野六丁目2番8号,,,,,,35.711742,139.783142,株式会社秀斗,,東京都台東区東上野六丁目14番15号,,,,,,(03)5246-3626,2018-07-12,
131067,,,29台台健生環き第215号,旅館・ホテル営業,Green ﾎﾃﾙ,(03)6802-7506,東上野六丁目4番4号,,,,,,35.711674,139.784378,株式会社 旭日,,東京都台東区東上野六丁目4番4号,,,,,,(03)6802-7506,2018-03-27,
